server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
h	i	f	f	f	f	f	f	f	s	p
object/tangible/ground_spawning/area_spawner.iff	0	1972.21	98.1277	1832.68	0.702473	0	0.71171	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|3607.000000|fltMinSpawnTime|2|3600.000000|fltRadius|2|2.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|registerWithController|0|1|strName|4|heroic_bs_base_s01|strSpawnerType|4|area|strSpawns|4|heroic_black_sun_normal|$|
object/tangible/ground_spawning/patrol_spawner.iff	0	1943.02	94.1177	1822.21	1	0	0	0	systems.spawning.spawner_patrol	fltMaxSpawnTime|2|3607.000000|fltMinSpawnTime|2|3600.000000|fltRadius|2|2.000000|intDefaultBehavior|0|3|intGoodLocationSpawner|0|0|intSpawnCount|0|2|intSpawnSystem|0|1|patrolPathType|4|cycle|registerWithController|0|1|strName|4|heroic_bs_base_s01wander|strPatrolPointNames|5|heroic_bs_base_s01wander_90023284_1:heroic_bs_base_s01wander_90023284_2:heroic_bs_base_s01wander_90023284_3:heroic_bs_base_s01wander_90023284_4:heroic_bs_base_s01wander_90023284_5:heroic_bs_base_s01wander_90023284_6:heroic_bs_base_s01wander_90023284_7:heroic_bs_base_s01wander_90023284_8:heroic_bs_base_s01wander_90023284_9:heroic_bs_base_s01wander_90023284_10:heroic_bs_base_s01wander_90023284_11:|strSpawnerType|4|patrol|strSpawns|4|heroic_black_sun_normal|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1943	94.1177	1802.07	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_1|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1942.78	94.1177	1785.86	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_2|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1942.66	94.1177	1777	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_3|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1932.02	94.1177	1777.09	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_4|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1921.68	94.1177	1775.8	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_5|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1917.7	94.1177	1781.21	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_6|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1917.43	94.1177	1792.57	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_7|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1917.66	94.1177	1806.07	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_8|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1917.78	94.1177	1823.47	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_9|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1921.17	94.1177	1828.97	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_10|registerWithController|0|1|$|
object/tangible/ground_spawning/patrol_waypoint.iff	0	1937.7	94.1177	1825.77	1	0	0	0	systems.spawning.patrol_point_setup	ignoreInBuildoutArray|0|1|pointName|4|heroic_bs_base_s01wander_90023284_11|registerWithController|0|1|$|
